,index,Component,Samples,Test,Units,Score,SD
611,674,AMD EPYC 7642 48-Core,15.0,nqueens,Seconds (Average),3,3
612,675,AMD EPYC 7552 48-Core,6.0,nqueens,Seconds (Average),3,3
613,676,AMD EPYC 75F3 32-Core,8.0,nqueens,Seconds (Average),3,3
614,677,AMD Ryzen Threadripper 3970X 32-Core,21.0,nqueens,Seconds (Average),3,3
615,678,AMD EPYC 7543 32-Core,6.0,nqueens,Seconds (Average),4,4
616,680,AMD Ryzen Threadripper PRO 3975WX 32-Cores,5.0,nqueens,Seconds (Average),4,4
617,681,AMD EPYC 7542 32-Core,5.0,nqueens,Seconds (Average),4,4
618,682,AMD EPYC 7453 28-Core,3.0,nqueens,Seconds (Average),4,4
619,683,AMD EPYC 74F3 24-Core,8.0,nqueens,Seconds (Average),4,4
620,684,AMD Ryzen Threadripper 3960X 24-Core,8.0,nqueens,Seconds (Average),4,4
621,685,AMD Ryzen Threadripper 2990WX 32-Core,30.0,nqueens,Seconds (Average),4,4
622,686,AMD EPYC 7502 32-Core,3.0,nqueens,Seconds (Average),5,5
623,687,AMD EPYC 7502P 32-Core,6.0,nqueens,Seconds (Average),5,5
624,688,AMD EPYC 7532 32-Core,6.0,nqueens,Seconds (Average),5,5
625,689,AMD EPYC 7452 32-Core,5.0,nqueens,Seconds (Average),5,5
626,690,2 x Intel Xeon Gold 6138,7.0,nqueens,Seconds (Average),5,5
627,691,AMD EPYC 7F72 24-Core,5.0,nqueens,Seconds (Average),5,5
628,692,2 x Intel Xeon Gold 6140,3.0,nqueens,Seconds (Average),5,5
629,693,AMD Ryzen Threadripper 2970WX 24-Core,4.0,nqueens,Seconds (Average),6,6
630,694,AMD Ryzen 9 7950X 16-Core,13.0,nqueens,Seconds (Average),6,6
631,695,AMD EPYC 7402P 24-Core,7.0,nqueens,Seconds (Average),6,6
632,696,AMD Ryzen 9 9950X 16-Core,4.0,nqueens,Seconds (Average),6,6
633,697,Intel Core i9-13900K,15.0,nqueens,Seconds (Average),6,6
634,698,AMD Ryzen 9 7950X3D 16-Core,5.0,nqueens,Seconds (Average),6,6
635,699,AMD EPYC 73F3 16-Core,7.0,nqueens,Seconds (Average),6,6
636,700,AMD Ryzen 9 5950X 16-Core,41.0,nqueens,Seconds (Average),6,1
637,701,AMD EPYC 7352 24-Core,5.0,nqueens,Seconds (Average),6,6
638,702,Intel Core i9-14900K,3.0,nqueens,Seconds (Average),7,7
639,703,2 x Intel Xeon E5-2683 v4,3.0,nqueens,Seconds (Average),7,7
640,704,AMD Ryzen 9 3950X 16-Core,16.0,nqueens,Seconds (Average),7,7
641,705,AMD EPYC 7F52 16-Core,6.0,nqueens,Seconds (Average),7,7
642,707,AMD Ryzen Threadripper 2950X 16-Core,17.0,nqueens,Seconds (Average),8,8
643,708,AMD Ryzen 9 7900X 12-Core,9.0,nqueens,Seconds (Average),8,8
644,709,4 x Intel Xeon E5-4620 v4,3.0,nqueens,Seconds (Average),8,8
645,710,AMD Ryzen 9 5900X 12-Core,19.0,nqueens,Seconds (Average),8,1
646,711,Intel Core i9-10980XE,11.0,nqueens,Seconds (Average),8,1
647,712,AMD Ryzen Threadripper 1950X 16-Core,20.0,nqueens,Seconds (Average),8,1
648,713,AMD EPYC 7302P 16-Core,6.0,nqueens,Seconds (Average),8,8
649,714,Intel Core i9-7980XE,21.0,nqueens,Seconds (Average),9,1
650,715,AMD EPYC 7282 16-Core,6.0,nqueens,Seconds (Average),9,9
651,716,Intel Xeon Gold 6226R,4.0,nqueens,Seconds (Average),9,9
652,717,2 x Intel Xeon E5-2680 v2,6.0,nqueens,Seconds (Average),9,9
653,719,Intel Core i9-12900K,11.0,nqueens,Seconds (Average),9,1
654,720,AMD Ryzen 9 3900XT 12-Core,7.0,nqueens,Seconds (Average),9,9
655,721,AMD Ryzen 9 3900X 12-Core,42.0,nqueens,Seconds (Average),9,9
656,722,AMD Ryzen Threadripper 2920X 12-Core,3.0,nqueens,Seconds (Average),10,10
657,723,Intel Core i9-7960X,22.0,nqueens,Seconds (Average),10,1
658,724,2 x Intel Xeon Silver 4210,11.0,nqueens,Seconds (Average),10,10
659,725,AMD EPYC 7351P 16-Core,7.0,nqueens,Seconds (Average),10,10
660,726,Intel Core i9-10900K,17.0,nqueens,Seconds (Average),10,10
661,727,AMD Ryzen 7 7700X 8-Core,10.0,nqueens,Seconds (Average),11,11
662,728,AMD Ryzen 7 9800X3D 8-Core,12.0,nqueens,Seconds (Average),11,11
663,729,Intel Xeon Gold 5218,4.0,nqueens,Seconds (Average),11,11
664,730,AMD Ryzen 7 5800X 8-Core,23.0,nqueens,Seconds (Average),12,1
665,731,AMD EPYC 7272 12-Core,4.0,nqueens,Seconds (Average),12,12
666,732,Intel Xeon Silver 4216,4.0,nqueens,Seconds (Average),12,12
667,733,AMD Ryzen 9 5900HX,6.0,nqueens,Seconds (Average),12,1
668,734,AMD EPYC 72F3 8-Core,3.0,nqueens,Seconds (Average),12,12
669,735,2 x Intel Xeon E5-2643 v3,7.0,nqueens,Seconds (Average),12,12
670,736,AMD Ryzen 7 3800XT 8-Core,3.0,nqueens,Seconds (Average),13,13
671,737,Intel Core i9-11900K,15.0,nqueens,Seconds (Average),13,13
672,738,AMD Ryzen 7 PRO 4750G,7.0,nqueens,Seconds (Average),13,1
673,739,AMD Ryzen 7 5800X3D 8-Core,11.0,nqueens,Seconds (Average),13,13
674,740,AMD Ryzen 7 5700G,3.0,nqueens,Seconds (Average),14,14
675,741,AMD Ryzen 7 3700X 8-Core,22.0,nqueens,Seconds (Average),14,1
676,742,Intel Xeon Silver 4214R,3.0,nqueens,Seconds (Average),14,14
677,743,Intel Core i9-9900K,11.0,nqueens,Seconds (Average),14,1
678,744,Intel Core i5-12600K,5.0,nqueens,Seconds (Average),14,1
679,745,AMD EPYC 7F32 8-Core,6.0,nqueens,Seconds (Average),14,14
680,746,Intel Core i5-14500,3.0,nqueens,Seconds (Average),14,14
681,747,AMD Ryzen 7 2700X Eight-Core,32.0,nqueens,Seconds (Average),14,14
682,749,AMD Ryzen 7 3800X 8-Core,4.0,nqueens,Seconds (Average),15,1
683,750,AMD Ryzen 5 5600X 6-Core,21.0,nqueens,Seconds (Average),15,2
684,751,AMD Ryzen 5 7600X 6-Core,6.0,nqueens,Seconds (Average),15,15
685,752,AMD Ryzen 7 5700X 8-Core,5.0,nqueens,Seconds (Average),15,2
686,753,Intel Core i9-9900KS,4.0,nqueens,Seconds (Average),16,1
687,754,AMD Ryzen 7 1800X Eight-Core,9.0,nqueens,Seconds (Average),16,1
688,755,Intel Core i5-13400,4.0,nqueens,Seconds (Average),16,16
689,756,AMD Ryzen 5 8600G,4.0,nqueens,Seconds (Average),16,16
690,757,AMD EPYC 7262 8-Core,3.0,nqueens,Seconds (Average),16,16
691,758,AMD Ryzen 7 2700 Eight-Core,4.0,nqueens,Seconds (Average),17,1
692,759,AMD Ryzen 7 1700X Eight-Core,5.0,nqueens,Seconds (Average),17,1
693,760,2 x Intel Xeon X5675,3.0,nqueens,Seconds (Average),17,17
694,761,AMD EPYC 7232P 8-Core,6.0,nqueens,Seconds (Average),17,17
695,762,AMD EPYC 7252 8-Core,3.0,nqueens,Seconds (Average),17,17
696,763,Intel Xeon Silver 4215R,3.0,nqueens,Seconds (Average),18,18
697,764,Intel Core i5-11600K,6.0,nqueens,Seconds (Average),18,1
698,765,AMD Ryzen 5 3600X 6-Core,7.0,nqueens,Seconds (Average),18,1
699,766,AMD Ryzen 7 1700 Eight-Core,7.0,nqueens,Seconds (Average),19,1
700,767,Intel Xeon Gold 5217,5.0,nqueens,Seconds (Average),19,19
701,768,AMD Ryzen 5 5600G,3.0,nqueens,Seconds (Average),19,1
702,769,Intel Core i5-10600K,14.0,nqueens,Seconds (Average),19,19
703,770,Intel Core i7-5960X,5.0,nqueens,Seconds (Average),19,1
704,771,AMD Ryzen 7 PRO 5850U,3.0,nqueens,Seconds (Average),19,1
705,772,Intel Xeon E-2278GEL,3.0,nqueens,Seconds (Average),19,1
706,773,2 x Intel Xeon E5-2620 v2,3.0,nqueens,Seconds (Average),19,19
707,774,AMD Ryzen 5 3600 6-Core,7.0,nqueens,Seconds (Average),20,1
708,775,AMD Ryzen 5 2600X Six-Core,5.0,nqueens,Seconds (Average),20,1
709,776,AMD Ryzen 5 5500,4.0,nqueens,Seconds (Average),20,1
710,777,AMD Ryzen 5 1600X Six-Core,7.0,nqueens,Seconds (Average),21,1
711,778,Intel Core i7-8700K,15.0,nqueens,Seconds (Average),21,2
712,779,Intel Core i7-8086K,3.0,nqueens,Seconds (Average),21,1
713,780,Intel Core i5-12400,3.0,nqueens,Seconds (Average),21,2
714,781,AMD EPYC 7251 8-Core,3.0,nqueens,Seconds (Average),21,2
715,782,AMD Ryzen 5 2600 Six-Core,26.0,nqueens,Seconds (Average),22,1
716,783,AMD Ryzen 5 1600 Six-Core,34.0,nqueens,Seconds (Average),24,1
717,784,Intel Core i7-6800K,14.0,nqueens,Seconds (Average),26,1
718,785,Intel Core i7-7700K,10.0,nqueens,Seconds (Average),29,2
719,786,Intel Core i3-14100,3.0,nqueens,Seconds (Average),29,29
720,787,Intel Xeon Gold 5215,3.0,nqueens,Seconds (Average),29,29
721,788,AMD Ryzen 5 3400G,3.0,nqueens,Seconds (Average),29,1
722,789,Intel Core i7-9750H,5.0,nqueens,Seconds (Average),30,1
723,790,Intel Xeon Silver 4108,5.0,nqueens,Seconds (Average),31,31
724,791,AMD Ryzen 5 2400G with Radeon Vega,3.0,nqueens,Seconds (Average),31,1
725,792,Intel Core i7-4790K,3.0,nqueens,Seconds (Average),31,2
726,793,AMD Ryzen 5 2400G,3.0,nqueens,Seconds (Average),31,1
727,794,Intel Core i5-10210U,6.0,nqueens,Seconds (Average),33,33
728,795,AMD Ryzen 5 1500X,5.0,nqueens,Seconds (Average),33,1
729,796,Intel Core i7-7700,7.0,nqueens,Seconds (Average),33,2
730,797,Intel Core i7-6700K,7.0,nqueens,Seconds (Average),34,4
731,798,Intel Core i7-5775C,3.0,nqueens,Seconds (Average),35,2
732,799,AMD Ryzen 5 4500U,4.0,nqueens,Seconds (Average),36,1
733,801,Intel Core i7-6700,3.0,nqueens,Seconds (Average),37,1
734,802,Intel Xeon E3-1280 v5,6.0,nqueens,Seconds (Average),38,1
735,803,Intel Core i5-8400H,3.0,nqueens,Seconds (Average),38,4
736,804,AMD FX-8350 Eight-Core,10.0,nqueens,Seconds (Average),39,5
737,806,8 x AMD EPYC 7601 32-Core,3.0,nqueens,Seconds (Average),42,2
738,807,Intel Core i7-2700K,15.0,nqueens,Seconds (Average),44,2
739,808,Intel Core i5-7600K,4.0,nqueens,Seconds (Average),45,45
740,809,Intel Core i5-1135G7,3.0,nqueens,Seconds (Average),45,5
741,810,Intel Core i7-1065G7,7.0,nqueens,Seconds (Average),47,2
742,811,Intel Core i7-8550U,4.0,nqueens,Seconds (Average),50,3
743,812,Intel Core i5-8250U,6.0,nqueens,Seconds (Average),51,6
744,813,Intel Core i3-8100,3.0,nqueens,Seconds (Average),51,1
745,814,Intel Core i7-3632QM,5.0,nqueens,Seconds (Average),53,6
746,815,AMD Ryzen 3 2200G,13.0,nqueens,Seconds (Average),56,3
747,817,Intel Core i5-4460,5.0,nqueens,Seconds (Average),59,3
748,819,Intel Core i5-2400,3.0,nqueens,Seconds (Average),62,62
749,820,Intel Core i7-8565U,15.0,nqueens,Seconds (Average),63,8
750,821,Intel Core i3-7100,3.0,nqueens,Seconds (Average),69,4
751,822,Intel Core i7-5557U,5.0,nqueens,Seconds (Average),80,1
752,823,AMD Phenom 9650,3.0,nqueens,Seconds (Average),80,80
753,824,AMD Phenom II X3 720,3.0,nqueens,Seconds (Average),89,2
754,825,Intel Core i5-3320M,3.0,nqueens,Seconds (Average),91,5
755,826,Intel Core i5-7200U,6.0,nqueens,Seconds (Average),93,8
756,827,Intel Core i5-6300U,3.0,nqueens,Seconds (Average),93,2
757,828,Intel Core i7-6500U,4.0,nqueens,Seconds (Average),102,11
758,829,Intel Core i5-4210U,3.0,nqueens,Seconds (Average),110,9
759,831,Intel Core i3-7020U,4.0,nqueens,Seconds (Average),123,8
760,833,Intel Core 2 Duo T9500,3.0,nqueens,Seconds (Average),196,13
761,835,AMD Ryzen 9 7950X3D 16-Core,6.0,numenta_nab,Seconds (Average),12,1
762,836,AMD Ryzen 9 7950X 16-Core,9.0,numenta_nab,Seconds (Average),13,2
763,837,AMD EPYC 9654 96-Core,4.0,numenta_nab,Seconds (Average),16,16
764,838,Intel Core i9-13900K,6.0,numenta_nab,Seconds (Average),17,1
765,839,2 x AMD EPYC 9554 64-Core,3.0,numenta_nab,Seconds (Average),17,17
766,840,2 x AMD EPYC 9654 96-Core,40.0,numenta_nab,Seconds (Average),18,2
767,841,Intel Xeon Platinum 8490H,4.0,numenta_nab,Seconds (Average),19,1
768,842,2 x Intel Xeon Platinum 8490H,9.0,numenta_nab,Seconds (Average),20,2
769,843,AMD Ryzen Threadripper 3960X 24-Core,5.0,numenta_nab,Seconds (Average),22,3
770,844,AMD Ryzen 9 5950X 16-Core,20.0,numenta_nab,Seconds (Average),22,1
771,845,AMD Ryzen Threadripper 3970X 32-Core,11.0,numenta_nab,Seconds (Average),23,2
772,846,AMD Ryzen 9 5900X 12-Core,14.0,numenta_nab,Seconds (Average),23,23
773,847,AMD Ryzen Threadripper 3990X 64-Core,13.0,numenta_nab,Seconds (Average),24,2
774,848,AMD Ryzen 7 5800X3D 8-Core,6.0,numenta_nab,Seconds (Average),25,1
775,849,AMD Ryzen 7 7840U,3.0,numenta_nab,Seconds (Average),25,25
776,851,AMD Ryzen 9 3950X 16-Core,10.0,numenta_nab,Seconds (Average),26,26
777,852,AMD EPYC 75F3 32-Core,3.0,numenta_nab,Seconds (Average),26,26
778,853,2 x Intel Xeon Platinum 8380,6.0,numenta_nab,Seconds (Average),26,3
779,854,2 x AMD EPYC 75F3 32-Core,4.0,numenta_nab,Seconds (Average),27,27
780,855,Intel Core i7-12700K,3.0,numenta_nab,Seconds (Average),27,2
781,856,AMD Ryzen 9 3900XT 12-Core,11.0,numenta_nab,Seconds (Average),28,28
782,857,2 x AMD EPYC 7F52 16-Core,3.0,numenta_nab,Seconds (Average),29,29
783,858,AMD EPYC 7F52 16-Core,8.0,numenta_nab,Seconds (Average),29,1
784,859,AMD Ryzen 9 3900X 12-Core,14.0,numenta_nab,Seconds (Average),29,4
785,860,AMD EPYC 7F72 24-Core,4.0,numenta_nab,Seconds (Average),29,1
786,861,AMD Ryzen 7 5800X 8-Core,7.0,numenta_nab,Seconds (Average),30,2
787,862,2 x AMD EPYC 7713 64-Core,5.0,numenta_nab,Seconds (Average),30,30
788,863,2 x AMD EPYC 7763 64-Core,5.0,numenta_nab,Seconds (Average),31,31
789,864,AMD EPYC 7713 64-Core,4.0,numenta_nab,Seconds (Average),31,31
790,865,AMD EPYC 7763 64-Core,4.0,numenta_nab,Seconds (Average),31,31
791,866,Intel Core i9-10980XE,9.0,numenta_nab,Seconds (Average),32,2
792,867,AMD Ryzen 7 3800XT 8-Core,8.0,numenta_nab,Seconds (Average),32,1
793,868,AMD EPYC 7742 64-Core,5.0,numenta_nab,Seconds (Average),33,33
794,869,AMD EPYC 7502P 32-Core,5.0,numenta_nab,Seconds (Average),33,33
795,870,2 x AMD EPYC 7742 64-Core,7.0,numenta_nab,Seconds (Average),33,1
796,871,AMD EPYC 7542 32-Core,4.0,numenta_nab,Seconds (Average),33,33
797,872,AMD Ryzen 5 5600X 6-Core,10.0,numenta_nab,Seconds (Average),33,4
798,873,Intel Core i9-7980XE,3.0,numenta_nab,Seconds (Average),33,33
799,874,AMD EPYC 7642 48-Core,6.0,numenta_nab,Seconds (Average),33,1
800,875,AMD EPYC 7702 64-Core,5.0,numenta_nab,Seconds (Average),33,33
801,876,AMD EPYC 7662 64-Core,5.0,numenta_nab,Seconds (Average),33,33
802,877,AMD EPYC 7532 32-Core,5.0,numenta_nab,Seconds (Average),34,34
803,879,AMD EPYC 7552 48-Core,5.0,numenta_nab,Seconds (Average),34,34
804,880,Intel Core i9-10900K,16.0,numenta_nab,Seconds (Average),34,2
805,881,AMD EPYC 7402P 24-Core,5.0,numenta_nab,Seconds (Average),34,34
806,882,2 x Intel Xeon Gold 5220R,9.0,numenta_nab,Seconds (Average),35,1
807,883,AMD Ryzen 9 5900HX,3.0,numenta_nab,Seconds (Average),35,35
808,884,2 x Intel Xeon Platinum 8280,6.0,numenta_nab,Seconds (Average),35,1
809,885,Intel Xeon Gold 6258R,3.0,numenta_nab,Seconds (Average),35,35
810,886,Intel Xeon Platinum 8280,3.0,numenta_nab,Seconds (Average),35,35
811,887,AMD Ryzen 7 3700X 8-Core,6.0,numenta_nab,Seconds (Average),35,2
812,888,AMD EPYC 7F32 8-Core,8.0,numenta_nab,Seconds (Average),36,36
813,889,AMD EPYC 7282 16-Core,5.0,numenta_nab,Seconds (Average),36,36
814,890,Intel Core i7-1280P,3.0,numenta_nab,Seconds (Average),37,1
815,891,AMD Ryzen 5 3600X 6-Core,5.0,numenta_nab,Seconds (Average),37,1
816,892,Intel Xeon Gold 6226R,7.0,numenta_nab,Seconds (Average),38,3
817,893,AMD EPYC 7272 12-Core,5.0,numenta_nab,Seconds (Average),38,38
818,895,2 x AMD EPYC 7601 32-Core,4.0,numenta_nab,Seconds (Average),39,1
819,896,Intel Xeon Gold 5220R,3.0,numenta_nab,Seconds (Average),41,41
820,897,AMD Ryzen 7 PRO 6850U,3.0,numenta_nab,Seconds (Average),41,1
821,898,Intel Core i9-9900KS,8.0,numenta_nab,Seconds (Average),42,3
822,899,AMD EPYC 7551 32-Core,3.0,numenta_nab,Seconds (Average),44,1
823,900,Intel Xeon E-2288G,4.0,numenta_nab,Seconds (Average),44,1
824,901,AMD EPYC 7232P 8-Core,6.0,numenta_nab,Seconds (Average),45,1
825,902,Intel Core i5-10600K,10.0,numenta_nab,Seconds (Average),45,2
826,903,Intel Xeon Gold 5218,3.0,numenta_nab,Seconds (Average),46,5
827,904,Intel Core i7-8700K,3.0,numenta_nab,Seconds (Average),49,1
828,906,AMD Ryzen 7 4700U,3.0,numenta_nab,Seconds (Average),50,50
829,908,Intel Core i7-1185G7,3.0,numenta_nab,Seconds (Average),54,54
830,909,Intel Core i7-1165G7,3.0,numenta_nab,Seconds (Average),57,1
831,910,Intel Core i5-9400F,3.0,numenta_nab,Seconds (Average),57,7
832,911,Intel Core i7-10700T,5.0,numenta_nab,Seconds (Average),60,2
833,912,Intel Core i7-9750H,3.0,numenta_nab,Seconds (Average),61,6
834,913,AMD Ryzen 5 5500U,4.0,numenta_nab,Seconds (Average),62,1
835,914,Intel Xeon E5-1680 v3,3.0,numenta_nab,Seconds (Average),62,3
836,915,Intel Core i7-5960X,7.0,numenta_nab,Seconds (Average),64,1
837,916,AMD Ryzen 5 4500U,3.0,numenta_nab,Seconds (Average),67,67
838,917,Intel Xeon E3-1270 v5,3.0,numenta_nab,Seconds (Average),70,70
839,919,Intel Xeon E3-1280 v5,3.0,numenta_nab,Seconds (Average),74,1
840,920,Intel Core i7-4960X,3.0,numenta_nab,Seconds (Average),75,75
841,921,Intel Core i5-1135G7,3.0,numenta_nab,Seconds (Average),76,4
842,922,Intel Core i7-8565U,4.0,numenta_nab,Seconds (Average),85,2
843,923,Intel Xeon E3-1260L v5,3.0,numenta_nab,Seconds (Average),85,85
844,924,Intel Core i5-7600K,3.0,numenta_nab,Seconds (Average),86,86
845,925,AMD Ryzen 7 4800U,4.0,numenta_nab,Seconds (Average),92,1
846,926,Intel Core i7-9700TE,4.0,numenta_nab,Seconds (Average),97,97
847,927,Intel Core i3-7100,3.0,numenta_nab,Seconds (Average),144,144
848,928,Intel Pentium Gold G6400,5.0,numenta_nab,Seconds (Average),145,13
849,929,Intel Celeron G5900,4.0,numenta_nab,Seconds (Average),209,1
850,930,AMD Ryzen 9 9950X3D 16-Core,8.0,numpy,Score (Average),1101,37
851,931,AMD EPYC 4585PX 16-Core,29.0,numpy,Score (Average),1098,5
852,932,AMD EPYC 4565P 16-Core,22.0,numpy,Score (Average),1097,4
853,933,AMD EPYC 4345P 8-Core,7.0,numpy,Score (Average),1092,1092
854,934,AMD EPYC 4465P 12-Core,4.0,numpy,Score (Average),1082,5
855,935,AMD EPYC 4545P 16-Core,8.0,numpy,Score (Average),1080,5
856,936,AMD EPYC 4245P 6-Core,4.0,numpy,Score (Average),1067,4
857,937,AMD Ryzen 9 9900X 12-Core,12.0,numpy,Score (Average),1059,32
858,938,AMD Ryzen 7 9700X 8-Core,8.0,numpy,Score (Average),1056,6
859,939,AMD Ryzen 9 9900X3D 12-Core,4.0,numpy,Score (Average),1052,4
860,940,AMD Ryzen 9 9950X 16-Core,34.0,numpy,Score (Average),1048,85
861,941,AMD Ryzen 5 9600X 6-Core,14.0,numpy,Score (Average),1042,15
862,942,AMD Ryzen 7 9800X3D 8-Core,9.0,numpy,Score (Average),1035,4
863,943,2 x AMD EPYC 9575F 64-Core,4.0,numpy,Score (Average),982,42
864,944,AMD EPYC 9575F 64-Core,3.0,numpy,Score (Average),962,962
865,946,AMD Ryzen 9 7950X 16-Core,51.0,numpy,Score (Average),885,89
866,947,AMD Ryzen 7 7700X 8-Core,23.0,numpy,Score (Average),883,66
867,948,AMD EPYC 9655P 96-Core,5.0,numpy,Score (Average),873,25
868,949,2 x AMD EPYC 9655 96-Core,5.0,numpy,Score (Average),872,872
869,950,AMD EPYC 9655 96-Core,7.0,numpy,Score (Average),867,3
870,951,AMD Ryzen 5 7600X 6-Core,18.0,numpy,Score (Average),858,61
871,952,AMD Ryzen 9 7900X 12-Core,24.0,numpy,Score (Average),840,60
872,953,AMD Ryzen 7 7700 8-Core,19.0,numpy,Score (Average),824,43
873,954,AMD Ryzen 9 7950X3D 16-Core,26.0,numpy,Score (Average),823,79
874,955,AMD EPYC 4364P 8-Core,13.0,numpy,Score (Average),822,11
875,956,AMD Ryzen 9 7900 12-Core,12.0,numpy,Score (Average),817,42
876,957,AMD EPYC 4564P 16-Core,22.0,numpy,Score (Average),816,34
877,958,AMD EPYC 4584PX 16-Core,19.0,numpy,Score (Average),812,47
878,959,AMD Ryzen 9 7900X3D 12-Core,17.0,numpy,Score (Average),810,69
879,960,AMD EPYC 4464P 12-Core,15.0,numpy,Score (Average),809,18
880,961,AMD EPYC 4484PX 12-Core,17.0,numpy,Score (Average),807,36
881,962,AMD EPYC 4344P 8-Core,9.0,numpy,Score (Average),804,3
882,963,AMD EPYC 9755 128-Core,18.0,numpy,Score (Average),800,21
883,964,2 x AMD EPYC 9755 128-Core,12.0,numpy,Score (Average),798,25
884,965,AMD Ryzen 7 7800X3D 8-Core,15.0,numpy,Score (Average),785,50
885,966,AMD EPYC 4244P 6-Core,8.0,numpy,Score (Average),774,2
886,967,AMD Ryzen 5 7600 6-Core,6.0,numpy,Score (Average),771,52
887,968,Intel Core i9-13900K,15.0,numpy,Score (Average),766,20
888,969,Intel Core i9-14900K,18.0,numpy,Score (Average),759,65
889,970,2 x AMD EPYC 9965 192-Core,13.0,numpy,Score (Average),746,20
890,971,AMD EPYC 9965 192-Core,10.0,numpy,Score (Average),744,14
891,972,AMD Ryzen Threadripper PRO 7995WX 96-Cores,6.0,numpy,Score (Average),743,18
892,973,AMD Ryzen Threadripper 7980X 64-Cores,10.0,numpy,Score (Average),743,15
893,974,AMD Ryzen 7 PRO 7840U,8.0,numpy,Score (Average),736,20
894,975,Intel Xeon 6369P,11.0,numpy,Score (Average),727,3
895,976,Intel Core Ultra 9 285K,9.0,numpy,Score (Average),721,3
896,977,AMD Ryzen 7 8700G,7.0,numpy,Score (Average),707,20
897,978,AMD Ryzen 5 8600G,10.0,numpy,Score (Average),703,17
898,979,AMD EPYC 4124P 4-Core,19.0,numpy,Score (Average),700,7
899,980,AMD Ryzen 7 7840U,13.0,numpy,Score (Average),691,40
900,983,Intel Xeon E E-2488,5.0,numpy,Score (Average),682,14
901,984,AMD Ryzen 5 8500G,9.0,numpy,Score (Average),682,29
902,985,AMD EPYC 9374F 32-Core,4.0,numpy,Score (Average),677,1
903,986,2 x AMD EPYC 9374F 32-Core,4.0,numpy,Score (Average),675,1
904,987,Intel Core i5-13600K,5.0,numpy,Score (Average),669,31
905,989,Intel Core i5-14600K,8.0,numpy,Score (Average),666,20
906,990,AMD Ryzen Z1 Extreme,5.0,numpy,Score (Average),664,58
907,991,Intel Core Ultra 5 245K,6.0,numpy,Score (Average),662,11
908,992,AMD Ryzen 5 8400F 6-Core,7.0,numpy,Score (Average),652,5
909,993,AMD Ryzen 7 7840HS,5.0,numpy,Score (Average),647,37
910,994,Intel Core i9-12900K,30.0,numpy,Score (Average),647,39
911,995,Intel Core i5-14500,8.0,numpy,Score (Average),629,21
912,997,AMD Ryzen 7 5800X3D 8-Core,23.0,numpy,Score (Average),600,25
913,998,AMD EPYC 9554 64-Core,8.0,numpy,Score (Average),593,593
914,999,2 x AMD EPYC 9554 64-Core,8.0,numpy,Score (Average),592,1
915,1000,Intel Core Ultra 7 155H,3.0,numpy,Score (Average),586,13
916,1002,Intel Core i5-14400F,8.0,numpy,Score (Average),580,9
917,1003,Intel Xeon W-1370P,5.0,numpy,Score (Average),578,17
918,1005,2 x AMD EPYC 9654 96-Core,15.0,numpy,Score (Average),575,24
919,1006,Intel Core i5-12600K,14.0,numpy,Score (Average),575,40
920,1007,AMD EPYC 9654 96-Core,10.0,numpy,Score (Average),573,23
921,1008,Intel Core i7-12700K,8.0,numpy,Score (Average),573,65
922,1009,AMD Ryzen 9 5950X 16-Core,83.0,numpy,Score (Average),565,43
923,1010,AMD EPYC 9684X 96-Core,5.0,numpy,Score (Average),565,22
924,1011,Intel Core i3-14100,8.0,numpy,Score (Average),562,16
925,1012,AMD Ryzen 7 5800X 8-Core,57.0,numpy,Score (Average),558,37
926,1013,Intel Core i5-12400,3.0,numpy,Score (Average),544,8
927,1014,Intel Xeon Platinum 8462Y+,3.0,numpy,Score (Average),544,3
928,1015,AMD Ryzen 9 5900X 12-Core,60.0,numpy,Score (Average),543,35
929,1016,AMD Ryzen 9 6900HX,8.0,numpy,Score (Average),543,51
930,1017,Intel Xeon E-2388G,17.0,numpy,Score (Average),542,36
931,1018,Intel Core i9-10900KF,3.0,numpy,Score (Average),538,2
932,1019,Intel Xeon Gold 6442Y,3.0,numpy,Score (Average),530,8
933,1020,Intel Core i9-11900K,23.0,numpy,Score (Average),529,70
934,1021,AMD Ryzen 5 5600X 6-Core,38.0,numpy,Score (Average),526,27
935,1022,2 x Intel Xeon Gold 6442Y,3.0,numpy,Score (Average),526,7
936,1023,2 x Intel Xeon 6980P,12.0,numpy,Score (Average),524,2
937,1024,Intel Core i7-11700K,3.0,numpy,Score (Average),523,25
938,1025,INTEL XEON PLATINUM 8592+,7.0,numpy,Score (Average),521,3
939,1026,Intel Xeon 6980P,6.0,numpy,Score (Average),520,1
940,1027,2 x INTEL XEON PLATINUM 8592+,7.0,numpy,Score (Average),518,4
941,1028,AMD Ryzen AI 9 HX 370,3.0,numpy,Score (Average),517,8
942,1029,Intel Xeon E-2336,5.0,numpy,Score (Average),517,1
943,1030,2 x AMD EPYC 72F3 8-Core,3.0,numpy,Score (Average),504,43
944,1032,AMD Ryzen 7 PRO 6850U,19.0,numpy,Score (Average),501,17
945,1033,Intel Xeon Gold 5412U,3.0,numpy,Score (Average),495,56
946,1034,Intel Xeon Platinum 8468,3.0,numpy,Score (Average),495,3
947,1035,2 x AMD EPYC 74F3 24-Core,5.0,numpy,Score (Average),493,44
948,1036,AMD Ryzen 5 5600G,4.0,numpy,Score (Average),491,58
949,1037,Intel Core i5-11600K,8.0,numpy,Score (Average),483,11
